t,V(point1),V(point2),V(point3),V(point4)
0.0008500000000000001,-0.06499936160774179,-0.06499936274475769,-0.06499936274910334,-0.06499936348712271
0.0008600000000000001,-0.06499935418476285,-0.06499935532193707,-0.06499935532600506,-0.06499935606425628
0.0008700000000000001,-0.06499934676365669,-0.06499934790098473,-0.06499934790477666,-0.0649993486432605
0.00088,-0.06499933934440302,-0.06499934048188755,-0.06499934048540287,-0.06499934122412122
0.0008900000000000001,-0.0649993319270037,-0.064999333064645,-0.06499933306788436,-0.0649993338068324
0.0009000000000000001,-0.06499932451145642,-0.06499932564925207,-0.06499932565221558,-0.0649993263913981
0.0009100000000000001,-0.06499931709777573,-0.06499931823572913,-0.06499931823841706,-0.0649993189778243
0.00092,-0.06499930968594306,-0.06499931082404939,-0.06499931082646358,-0.06499931156610662
0.00093,-0.06499930227595724,-0.06499930341422444,-0.06499930341635929,-0.06499930415623562
0.0009400000000000001,-0.0649992948678185,-0.06499929600623983,-0.06499929600810025,-0.0649992967482089
0.0009500000000000001,-0.06499928746154696,-0.06499928860012441,-0.06499928860170712,-0.06499928934204546
0.0009600000000000001,-0.06499928005710645,-0.0649992811958426,-0.06499928119714896,-0.06499928193771942
0.00097,-0.06499927265453545,-0.06499927379342547,-0.06499927379445561,-0.06499927453525815
0.0009800000000000002,-0.06499926525379683,-0.0649992663928439,-0.06499926639360074,-0.06499926713463393
0.00099,-0.06499925785492401,-0.06499925899412606,-0.0649992589946042,-0.06499925973587042
0.001,-0.06499925045789107,-0.06499925159724965,-0.06499925159745504,-0.06499925233895149
0.00101,-0.06499924306271446,-0.06499924420223013,-0.06499924420215669,-0.06499924494388458
0.00102,-0.06499923566937912,-0.06499923680904969,-0.0649992368087034,-0.06499923755066411
0.00103,-0.06499922827790067,-0.06499922941772658,-0.06499922941710176,-0.06499923015929544
0.0010400000000000001,-0.06499922088827313,-0.06499922202825598,-0.06499922202735296,-0.06499922276977882
0.0010500000000000002,-0.06499921350049169,-0.06499921464062852,-0.06499921463945328,-0.06499921538211051
0.0010600000000000002,-0.06499920611455406,-0.06499920725484597,-0.06499920725339593,-0.06499920799628323
0.00107,-0.06499919873046305,-0.06499919987091234,-0.06499919986918591,-0.06499920061230113
0.00108,-0.06499919134822382,-0.06499919248882881,-0.06499919248682699,-0.06499919323017708
0.00109,-0.06499918396782109,-0.06499918510858183,-0.06499918510630621,-0.06499918584988487
0.0011,-0.06499917658927033,-0.06499917773018489,-0.06499917772763478,-0.06499917847144679
0.00111,-0.06499916921256386,-0.06499917035363512,-0.06499917035080854,-0.06499917109485182
0.0011200000000000001,-0.0649991618376983,-0.06499916297892412,-0.06499916297582296,-0.06499916372009873
0.0011300000000000001,-0.064999154464675,-0.06499915560605833,-0.06499915560268067,-0.0649991563471857
0.0011400000000000002,-0.06499914709350116,-0.06499914823503866,-0.06499914823138699,-0.06499914897612369
0.0011500000000000002,-0.06499913972416131,-0.06499914086585629,-0.06499914086192934,-0.06499914160689396
0.00116,-0.06499913235666144,-0.06499913349851091,-0.06499913349431014,-0.06499913423950898
0.00117,-0.06499912499100222,-0.06499912613300675,-0.0649991261285311,-0.06499912687395787
0.00118,-0.06499911762718881,-0.06499911876934675,-0.06499911876459775,-0.06499911951025608
0.00119,-0.06499911026521998,-0.06499911140753487,-0.06499911140250839,-0.06499911214839652
0.0012000000000000001,-0.06499910290508368,-0.06499910404755402,-0.0649991040422551,-0.06499910478837286
0.0012100000000000001,-0.06499909554678811,-0.0649990966894154,-0.06499909668384005,-0.06499909743018856
0.0012200000000000002,-0.06499908819033566,-0.06499908933311568,-0.06499908932726893,-0.0649990900738459
0.0012300000000000002,-0.0649990808357157,-0.06499908197865165,-0.0649990819725281,-0.06499908271933912
0.00124,-0.06499907348295146,-0.06499907462603857,-0.06499907461964566,-0.06499907536668406
0.00125,-0.0649990661320101,-0.06499906727525558,-0.06499906726858849,-0.06499906801585587
0.00126,-0.06499905878290717,-0.0649990599263082,-0.06499905991936471,-0.06499906066686371
0.00127,-0.06499905143564573,-0.06499905257920022,-0.06499905257198253,-0.06499905331971458
0.00128,-0.06499904409022322,-0.06499904523393243,-0.06499904522644309,-0.06499904597439883
0.0012900000000000001,-0.06499903674664621,-0.06499903789050983,-0.06499903788274546,-0.06499903863093516
0.0013000000000000002,-0.06499902940490257,-0.06499903054892009,-0.06499903054088296,-0.0649990312893011
0.0013100000000000002,-0.06499902206498312,-0.06499902320915626,-0.0649990232008497,-0.06499902394949378
0.0013200000000000002,-0.06499901472690864,-0.06499901587123733,-0.0649990158626501,-0.06499901661152757
0.00133,-0.06499900739066586,-0.06499900853514949,-0.06499900852628915,-0.06499900927539984
0.00134,-0.06499900005625064,-0.0649990012008887,-0.06499900119175649,-0.06499900194109355
0.00135,-0.06499899272367958,-0.06499899386847108,-0.06499899385906414,-0.06499899460863322
0.00136,-0.06499898539292898,-0.06499898653787647,-0.06499898652819723,-0.06499898727799566
0.0013700000000000001,-0.06499897806400586,-0.06499897920910974,-0.06499897919915626,-0.06499897994918077
0.0013800000000000002,-0.06499897073692831,-0.06499897188218345,-0.0649989718719587,-0.06499897262221416
0.0013900000000000002,-0.06499896341169345,-0.06499896455710204,-0.06499896454660335,-0.0649989652970894
0.0014000000000000002,-0.06499895608827391,-0.06499895723383908,-0.064998957223067,-0.06499895797378513
0.00141,-0.06499894876668737,-0.06499894991240772,-0.06499894990136273,-0.06499895065230701
0.00142,-0.0649989414469249,-0.06499894259280138,-0.06499894258148142,-0.06499894333265352
0.00143,-0.06499893412900604,-0.0649989352750327,-0.06499893526344341,-0.06499893601484562
0.00144,-0.06499892681289897,-0.06499892795908219,-0.06499892794722076,-0.06499892869885099
0.0014500000000000001,-0.06499891949863014,-0.06499892064496805,-0.06499892063283073,-0.06499892138469092
0.0014600000000000001,-0.06499891218619408,-0.06499891333268426,-0.06499891332027699,-0.06499891407236381
0.0014700000000000002,-0.06499890487558725,-0.0649989060222338,-0.06499890600955072,-0.06499890676186948
0.0014800000000000002,-0.06499889756679406,-0.0649988987135932,-0.0649988987006403,-0.06499889945318726
0.0014900000000000002,-0.06499889025984523,-0.06499889140679799,-0.06499889139357196,-0.06499889214634753
0.0015,-0.06499888295471702,-0.06499888410182281,-0.06499888408832724,-0.06499888484133098
0.00151,-0.06499887565140869,-0.06499887679867158,-0.06499887678490128,-0.06499887753813316
0.00152,-0.06499886834993976,-0.06499886949735517,-0.06499886948331338,-0.0649988702367722
0.0015300000000000001,-0.06499886105027876,-0.06499886219784895,-0.06499886218353344,-0.0649988629372237
0.0015400000000000001,-0.06499885375245525,-0.0649988549001784,-0.06499885488559018,-0.06499885563950904
0.0015500000000000002,-0.0649988464564511,-0.06499884760432466,-0.064998847589469,-0.0649988483436158
0.0015600000000000002,-0.0649988391622576,-0.06499884031028973,-0.06499884029515617,-0.06499884104953568
0.0015700000000000002,-0.06499883186988539,-0.06499883301807097,-0.06499883300266736,-0.06499883375727356
0.00158,-0.06499882457936247,-0.06499882572769936,-0.06499882571202409,-0.06499882646685787
0.00159,-0.06499881729065547,-0.06499881843914662,-0.06499881842320294,-0.06499881917825716
0.0016,-0.06499881000377498,-0.06499881115241983,-0.06499881113620407,-0.06499881189148829
0.00161,-0.06499880271870864,-0.06499880386750771,-0.0649988038510189,-0.06499880460653559
0.0016200000000000001,-0.06499879543547332,-0.06499879658442412,-0.06499879656766566,-0.06499879732340846
0.0016300000000000002,-0.06499878815406458,-0.06499878930316866,-0.06499878928613691,-0.06499879004211112
0.0016400000000000002,-0.06499878087446229,-0.06499878202372063,-0.06499878200641893,-0.06499878276261838
0.0016500000000000002,-0.0649987735966846,-0.06499877474609735,-0.0649987747285234,-0.06499877548494995
0.0016600000000000002,-0.06499876632071712,-0.0649987674702829,-0.06499876745243612,-0.06499876820909208
0.00167,-0.06499875904658504,-0.06499876019630213,-0.06499876017818582,-0.06499876093506934
0.00168,-0.06499875177426323,-0.06499875292413579,-0.06499875290574873,-0.06499875366285791
0.00169,-0.06499874450374975,-0.06499874565377775,-0.06499874563511636,-0.06499874639245598
0.0017000000000000001,-0.06499873723505206,-0.06499873838523157,-0.06499873836630193,-0.06499873912387041
0.0017100000000000001,-0.0649987299681909,-0.06499873111852272,-0.0649987310993198,-0.06499873185711312
0.0017200000000000002,-0.06499872270312838,-0.06499872385361416,-0.06499872383414225,-0.06499872459216546
0.0017300000000000002,-0.06499871543989467,-0.06499871659053252,-0.06499871657079206,-0.06499871732903602
0.0017400000000000002,-0.06499870817847286,-0.06499870932926327,-0.06499870930925082,-0.06499871006772878
0.00175,-0.06499870091888374,-0.06499870206982675,-0.06499870204954286,-0.06499870280824563
0.00176,-0.06499869366109966,-0.06499869481219686,-0.06499869479164169,-0.06499869555056959
0.00177,-0.0649986864051125,-0.06499868755636537,-0.06499868753553888,-0.06499868829469665
0.0017800000000000001,-0.06499867915094718,-0.06499868030235117,-0.06499868028125537,-0.06499868104063863
0.0017900000000000001,-0.06499867189859436,-0.06499867305015006,-0.06499867302878783,-0.06499867378839908
0.0018000000000000002,-0.0649986646480526,-0.06499866579976174,-0.06499866577812598,-0.0649986665379661
0.0018100000000000002,-0.06499865739931604,-0.06499865855118209,-0.06499865852927209,-0.06499865928934025
0.0018200000000000002,-0.06499865015240938,-0.06499865130442466,-0.06499865128224819,-0.06499865204254057
0.0018300000000000002,-0.06499864290731261,-0.06499864405948125,-0.06499864403703398,-0.06499864479755267
0.00184,-0.06499863566401613,-0.06499863681634002,-0.06499863679361899,-0.06499863755436754
0.00185,-0.0649986284225322,-0.06499862957500611,-0.06499862955202006,-0.06499863031299398
0.00186,-0.0649986211828506,-0.06499862233547683,-0.06499862231222103,-0.06499862307342158
0.0018700000000000001,-0.06499861394497676,-0.06499861509775628,-0.06499861507423092,-0.06499861583565673
0.0018800000000000002,-0.06499860670892085,-0.0649986078618527,-0.06499860783805606,-0.06499860859971066
0.0018900000000000002,-0.06499859947467856,-0.0649986006277625,-0.06499860060369726,-0.06499860136557946
0.0019000000000000002,-0.06499859224223778,-0.06499859339547343,-0.06499859337114047,-0.06499859413324507
0.0019100000000000002,-0.06499858501160706,-0.06499858616499671,-0.0649985861403909,-0.06499858690272417
0.0019200000000000003,-0.06499857778278924,-0.06499857893633146,-0.0649985789114566,-0.06499857967401426
0.00193,-0.06499857055578358,-0.06499857170947744,-0.06499857168433568,-0.06499857244711653
0.00194,-0.06499856333058908,-0.064998564484434,-0.06499856445902064,-0.06499856522203185
0.0019500000000000001,-0.06499855610719361,-0.06499855726119308,-0.06499855723550606,-0.06499855799874503
0.0019600000000000004,-0.06499854888558451,-0.064998550039738,-0.06499855001378506,-0.06499855077725061
0.00197,-0.06499854166580019,-0.06499854282010223,-0.06499854279388273,-0.06499854355756868
0.00198,-0.06499853444780661,-0.06499853560226385,-0.06499853557577165,-0.06499853633968727
0.00199,-0.06499852723164128,-0.06499852838624624,-0.06499852835949026,-0.06499852912362929
0.002,-0.06499852001726127,-0.0649985211720196,-0.0649985211449943,-0.06499852190935937
0.00201,-0.06499851280468462,-0.0649985139595971,-0.06499851393229866,-0.06499851469689427
0.00202,-0.06499850559391668,-0.06499850674898042,-0.06499850672141558,-0.06499850748623355
0.00203,-0.0649984983849548,-0.06499849954016855,-0.06499849951233443,-0.0649985002773815
0.00204,-0.06499849117780535,-0.06499849233317039,-0.06499849230506985,-0.06499849307033707
0.00205,-0.06499848397244049,-0.06499848512795986,-0.06499848509958858,-0.06499848586508364
0.00206,-0.06499847676888021,-0.06499847792455204,-0.06499847789591216,-0.06499847866163454
0.0020700000000000002,-0.06499846956712928,-0.06499847072295116,-0.06499847069404047,-0.06499847145998933
0.0020800000000000003,-0.06499846236717609,-0.06499846352315108,-0.06499846349397365,-0.06499846426014362
0.0020900000000000003,-0.06499845516902604,-0.06499845632515133,-0.06499845629570877,-0.06499845706210322
0.0021000000000000003,-0.06499844797267945,-0.06499844912895687,-0.06499844909924184,-0.06499844986586634
0.0021100000000000003,-0.06499844077811878,-0.06499844193454825,-0.06499844190456561,-0.06499844267141466
0.0021200000000000004,-0.06499843358535257,-0.06499843474193578,-0.06499843471168534,-0.06499843547875528
0.0021300000000000004,-0.06499842639439021,-0.06499842755112283,-0.06499842752060384,-0.06499842828790231
0.00214,-0.06499841920520985,-0.0649984203620962,-0.06499842033131065,-0.06499842109883427
0.00215,-0.06499841201782833,-0.06499841317486602,-0.06499841314381269,-0.06499841391156122
0.00216,-0.0649984048322779,-0.06499840598946269,-0.06499840595814046,-0.06499840672611516
0.00217,-0.06499839764850247,-0.06499839880584372,-0.06499839877424998,-0.06499839954244947
0.00218,-0.0649983904665325,-0.06499839162402365,-0.06499839159216281,-0.06499839236058659
0.00219,-0.06499838328635135,-0.06499838444399283,-0.06499838441186662,-0.06499838518051493
0.0022,-0.06499837610796447,-0.06499837726575829,-0.06499837723336684,-0.06499837800223765
0.00221,-0.06499836893135819,-0.06499837008930336,-0.06499837005664329,-0.06499837082574138
0.00222,-0.06499836175656938,-0.06499836291466543,-0.06499836288173665,-0.06499836365105738
0.00223,-0.06499835458357237,-0.06499835574181827,-0.06499835570862286,-0.064998356478172
0.0022400000000000002,-0.0649983474123628,-0.06499834857076187,-0.06499834853729917,-0.06499834930707005
0.0022500000000000003,-0.06499834024293596,-0.06499834140148614,-0.0649983413677577,-0.06499834213775241
0.0022600000000000003,-0.06499833307529822,-0.06499833423399981,-0.0649983342000024,-0.06499833497022209
0.0022700000000000003,-0.06499832590946451,-0.06499832706831737,-0.0649983270340537,-0.06499832780449646
0.0022800000000000003,-0.06499831874541008,-0.06499831990441476,-0.06499831986988307,-0.06499832064055278
0.0022900000000000004,-0.06499831158317099,-0.06499831274232318,-0.06499831270752456,-0.06499831347841886
0.0023000000000000004,-0.06499830442271723,-0.06499830558202017,-0.06499830554695718,-0.06499830631807464
0.00231,-0.06499829726405618,-0.06499829842351312,-0.06499829838817939,-0.06499829915951996
0.00232,-0.064998290107184,-0.06499829126678966,-0.06499829123119151,-0.06499829200275362
0.00233,-0.06499828295208684,-0.06499828411184523,-0.06499828407597849,-0.06499828484776851
0.00234,-0.0649982757987922,-0.06499827695869809,-0.06499827692256785,-0.0649982776945823
0.00235,-0.06499826864727601,-0.06499826980733502,-0.06499826977093594,-0.06499827054317357
0.00236,-0.06499826149755679,-0.064998262657765,-0.0649982626210992,-0.06499826339355964
0.00237,-0.06499825434961366,-0.0649982555099744,-0.06499825547304287,-0.06499825624572725
0.00238,-0.06499824720345285,-0.06499824836396488,-0.06499824832676743,-0.06499824909967647
0.00239,-0.06499824005909643,-0.0649982412197565,-0.0649982411822943,-0.06499824195542367
0.0024000000000000002,-0.06499823291652157,-0.06499823407733094,-0.06499823403960212,-0.06499823481295883
0.0024100000000000002,-0.06499822577572403,-0.06499822693668708,-0.06499822689869188,-0.0649982276722703
0.0024200000000000003,-0.06499821863672357,-0.06499821979783518,-0.06499821975957458,-0.06499822053337803
0.0024300000000000003,-0.06499821149950219,-0.06499821266076491,-0.06499821262223829,-0.06499821339626148
0.0024400000000000003,-0.06499820436406097,-0.0649982055254747,-0.06499820548668163,-0.06499820626093016
0.0024500000000000004,-0.06499819723039582,-0.0649981983919613,-0.06499819835290034,-0.06499819912737524
0.0024600000000000004,-0.06499819009851998,-0.0649981912602371,-0.06499819122090822,-0.06499819199560809
0.0024700000000000004,-0.0649981829684472,-0.06499818413031239,-0.06499818409071974,-0.06499818486563598
0.00248,-0.06499817584014787,-0.06499817700216283,-0.06499817696230258,-0.0649981777374469
0.00249,-0.06499816871362084,-0.06499816987578562,-0.06499816983566357,-0.06499817061102815
0.0025,-0.06499816158887195,-0.06499816275118836,-0.064998162710799,-0.0649981634863909
0.00251,-0.06499815446590834,-0.0649981556283749,-0.0649981555877188,-0.06499815636353198
0.00252,-0.06499814734472353,-0.06499814850733948,-0.06499814846642023,-0.06499814924245605
0.00253,-0.0649981402253217,-0.06499814138808804,-0.06499814134690307,-0.06499814212315823
0.00254,-0.06499813310769251,-0.06499813427060872,-0.06499813422915954,-0.06499813500563884
0.00255,-0.06499812599184468,-0.0649981271549112,-0.06499812711319602,-0.06499812788989863
0.00256,-0.06499811887777993,-0.06499812004099884,-0.0649981199990153,-0.064998120775941
0.0025700000000000002,-0.06499811176549664,-0.06499811292886305,-0.06499811288661542,-0.06499811366376378
0.0025800000000000003,-0.06499810465499717,-0.0649981058185134,-0.0649981057760008,-0.06499810655337236
0.0025900000000000003,-0.06499809754625842,-0.06499809870992429,-0.06499809866714673,-0.06499809944474141
0.0026000000000000003,-0.06499809043931026,-0.064998091603124,-0.06499809156008171,-0.06499809233789827
0.0026100000000000003,-0.0649980833341263,-0.0649980844980937,-0.06499808445478385,-0.06499808523282401
0.0026200000000000004,-0.06499807623072659,-0.06499807739484215,-0.0649980773512704,-0.06499807812953257
0.0026300000000000004,-0.06499806912909367,-0.06499807029336083,-0.06499807024952355,-0.06499807102800607
0.0026400000000000004,-0.06499806202924385,-0.06499806319365978,-0.06499806314955749,-0.06499806392826268
0.00265,-0.06499805493116562,-0.06499805609573073,-0.06499805605136452,-0.06499805683029287
0.00266,-0.0649980478348568,-0.06499804899957333,-0.06499804895493998,-0.06499804973409339
0.00267,-0.06499804074031469,-0.06499804190518232,-0.06499804186028482,-0.06499804263966
0.00268,-0.06499803364757006,-0.06499803481258477,-0.06499803476742502,-0.06499803554701741
0.00269,-0.06499802655658854,-0.06499802772175164,-0.06499802767632806,-0.06499802845614347
0.0027,-0.06499801946737543,-0.06499802063268939,-0.06499802058699948,-0.06499802136704072
0.00271,-0.06499801237993781,-0.06499801354540166,-0.06499801349944687,-0.0649980142797073
0.00272,-0.06499800529427469,-0.06499800645988617,-0.06499800641367026,-0.0649980071941505
0.0027300000000000002,-0.06499799821038242,-0.06499799937614156,-0.0649979993296608,-0.06499800011036895
0.0027400000000000002,-0.06499799112825999,-0.06499799229417219,-0.06499799224742667,-0.06499799302835245
0.0027500000000000003,-0.06499798404791596,-0.06499798521397368,-0.06499798516696617,-0.06499798594811419
0.0027600000000000003,-0.064997976969332,-0.0649979781355419,-0.06499797808826976,-0.06499797886963819
0.0027700000000000003,-0.06499796989253258,-0.06499797105888926,-0.0649979710113535,-0.06499797179294267
0.0027800000000000004,-0.0649979628174864,-0.0649979639839936,-0.06499796393619223,-0.06499796471800703
0.0027900000000000004,-0.06499795574421514,-0.06499795691087198,-0.06499795686280876,-0.06499795764484162
0.0028000000000000004,-0.06499794867271519,-0.06499794983951998,-0.0649979497911944,-0.06499795057344655
0.0028100000000000004,-0.0649979416029801,-0.0649979427699342,-0.06499794272134139,-0.06499794350382113
0.00282,-0.06499793453502273,-0.0649979357021277,-0.06499793565326932,-0.06499793643596719
0.00283,-0.06499792746882482,-0.06499792863607697,-0.06499792858695813,-0.06499792936987651
0.00284,-0.06499792040438236,-0.06499792157178368,-0.06499792152240413,-0.06499792230554474
0.00285,-0.06499791334171248,-0.06499791450926277,-0.0649979144596198,-0.06499791524297852
0.00286,-0.0649979062807957,-0.06499790744849698,-0.0649979073985905,-0.06499790818217104
0.00287,-0.06499789922166056,-0.0649979003895099,-0.0649979003393362,-0.0649979011231408
0.00288,-0.06499789216429837,-0.06499789333229344,-0.06499789328185837,-0.06499789406588481
0.00289,-0.06499788510870061,-0.06499788627684662,-0.06499788622614695,-0.06499788701039341
0.0029000000000000002,-0.06499787805484723,-0.06499787922314215,-0.06499787917218278,-0.06499787995664975
0.0029100000000000003,-0.06499787100276917,-0.06499787217121404,-0.06499787211999075,-0.06499787290467625
0.0029200000000000003,-0.06499786395244893,-0.0649978651210396,-0.06499786506955685,-0.06499786585446558
0.0029300000000000003,-0.06499785690389888,-0.06499785807263801,-0.06499785802088968,-0.06499785880601949
